"","Var1","Freq"
"2963","hints",4
"2964","hire",1
"2965","hired",1
"2966","his",1258
"2967","histories",1
"2968","history",4
"2969","hither",3
"2970","hitherto",2
"2971","hold",7
"2972","holding",2
"2973","home",66
"2974","honest",1
"2975","honestly",4
"2976","honour",42
"2977","honourable",6
"2978","honoured",9
"2979","honours",2
"2980","hope",121
"2981","hoped",20
"2982","hopeless",7
"2983","hopes",23
"2984","hoping",4
"2985","horrible",1
"2986","horrid",3
"2987","horror",5
"2988","horse",3
"2989","horseback",2
"2990","horses",8
"2991","horsewoman",1
"2992","hospitality",3
"2993","hot",3
"2994","hotel",1
"2995","hotels",1
"2996","hour",34
"2997","hour's",4
"2998","hours",27
"2999","house",107
"3000","household",1
"3001","housekeeper",15
"3002","housekeeper's",1
"3003","housekeeping",3
"3004","housemaid",2
"3005","housemaids",1
"3006","houses",4
"3007","how",231
"3008","however",134
"3009","howsoever",1
"3010","hug",1
"3011","human",6
"3012","humanity",2
"3013","humble",9
"3014","humbled",4
"3015","humbling",1
"3016","humiliating",2
"3017","humiliation",2
"3018","humility",5
"3019","humour",25
"3020","humoured",7
"3021","hundred",6
"3022","hunsford",25
"3023","hunting",1
"3024","hurried",10
"3025","hurry",11
"3026","hurrying",3
"3027","hurst",32
"3028","hurst's",1
"3029","hursts",1
"3030","hurt",6
"3031","hurts",1
"3032","husband",42
"3033","husband's",8
"3034","husbands",4
"3035","hushed",1
"3036","hypocrisy",1
"3037","hypocritical",2
"3038","hysterics",1
"3039","i",2065
"3040","i'm",1
"3041","idea",49
"3042","ideas",13
"3043","idle",8
"3044","idleness",2
"3045","if",350
"3046","ignorance",7
"3047","ignorant",16
"3048","ill",75
"3049","illiberal",1
"3050","illiterate",1
"3051","illness",2
"3052","illustration",1
"3053","illustrious",1
"3054","imaginable",2
"3055","imaginary",5
"3056","imagination",4
"3057","imaginations",1
"3058","imagine",27
"3059","imagined",5
"3060","imitate",1
"3061","imitated",1
"3062","imitation",1
"3063","imitations",1
"3064","immediate",12
"3065","immediately",60
"3066","immoral",1
"3067","immovable",2
"3068","imparted",1
"3069","impartial",3
"3070","impartiality",1
"3071","impassable",1
"3072","impatience",10
"3073","impatient",8
"3074","impatiently",5
"3075","impelled",1
"3076","impenetrably",1
"3077","imperfection",1
"3078","imperfectly",1
"3079","impertinence",8
"3080","impertinent",6
"3081","imperturbably",1
"3082","impetuous",1
"3083","implacability",1
"3084","implacable",1
"3085","implicit",1
"3086","implicitness",1
"3087","implied",1
"3088","implies",1
"3089","imply",1
"3090","impolitic",1
"3091","importance",27
"3092","important",10
"3093","importing",1
"3094","importune",1
"3095","importuned",1
"3096","impose",2
"3097","imposed",4
"3098","imposing",1
"3099","impossible",44
"3100","impressed",1
"3101","impressing",1
"3102","impression",7
"3103","impressive",1
"3104","improbable",7
"3105","improper",2
"3106","improprieties",1
"3107","impropriety",5
"3108","improve",3
"3109","improved",6
"3110","improvement",9
"3111","improvements",1
"3112","improves",2
"3113","imprudence",9
"3114","imprudent",11
"3115","impudence",3
"3116","impudent",1
"3117","impulse",3
"3118","impulses",1
"3119","impunity",1
"3120","impurities",1
"3121","impute",1
"3122","imputed",4
"3123","imputing",1
"3124","in",1880
"3125","inadequate",1
"3126","inattention",2
"3127","inattentive",2
"3128","incapable",8
"3129","incautiously",1
"3130","incensed",2
"3131","incessant",1
"3132","incessantly",2
"3133","inches",1
"3134","incivility",3
"3135","inclination",22
"3136","inclinations",1
"3137","inclined",10
"3138","include",1
"3139","included",2
"3140","including",2
"3141","income",11
"3142","incomprehensible",2
"3143","inconceivable",1
"3144","inconsiderable",1
"3145","inconsistencies",2
"3146","inconsistency",2
"3147","inconvenience",6
"3148","inconveniences",2
"3149","inconvenient",4
"3150","increase",6
"3151","increased",11
"3152","increases",1
"3153","increasing",10
"3154","incredible",3
"3155","incredulity",3
"3156","incredulous",3
"3157","incumbent",4
"3158","incur",1
"3159","incurred",1
"3160","indebted",8
"3161","indecision",1
"3162","indecorum",1
"3163","indeed",95
"3164","indefinite",1
"3165","indelicacy",2
"3166","indelicate",1
"3167","independence",6
"3168","independent",2
"3169","indicated",1
"3170","indifference",17
"3171","indifferent",16
"3172","indignant",2
"3173","indignation",8
"3174","indignity",2
"3175","indirect",2
"3176","indiscreet",1
"3177","indispensably",1
"3178","indisposed",2
"3179","indistinctly",1
"3180","individual",2
"3181","individually",1
"3182","indolence",2
"3183","indolent",1
"3184","induce",3
"3185","induced",2
"3186","inducement",5
"3187","inducements",1
"3188","indulge",5
"3189","indulged",2
"3190","indulgence",6
"3191","indulgent",1
"3192","indulging",1
"3193","industriously",1
"3194","ineffectual",1
"3195","inevitable",3
"3196","inevitably",1
"3197","inexhaustible",1
"3198","inexpressible",1
"3199","inexpressibly",1
"3200","infamous",4
"3201","infamy",4
"3202","infancy",2
"3203","infatuation",1
"3204","inferences",1
"3205","inferior",5
"3206","inferiority",3
"3207","infinite",2
"3208","infinitely",4
"3209","inflexibly",1
"3210","inflict",2
"3211","inflicted",1
"3212","infliction",1
"3213","influence",14
"3214","influenced",1
"3215","influencing",1
"3216","inform",7
"3217","informality",1
"3218","information",27
"3219","informed",12
"3220","informing",2
"3221","informs",1
"3222","ingenious",2
"3223","ingenuity",2
"3224","ingratitude",1
"3225","inhabitants",3
"3226","inherit",1
"3227","inherited",1
"3228","inheriting",2
"3229","inhumanity",1
"3230","iniquitous",1
"3231","injunction",1
"3232","injunctions",1
"3233","injure",2
"3234","injured",4
"3235","injuries",1
"3236","injuring",1
"3237","injurious",2
"3238","injury",1
"3239","injustice",4
"3240","inmate",1
"3241","inmates",1
"3242","inn",7
"3243","innocence",1
"3244","innocent",2
"3245","innocently",1
"3246","inns",1
"3247","inoffensive",1
"3248","inquire",10
"3249","inquired",8
"3250","inquiries",23
"3251","inquiring",5
"3252","inquiry",10
"3253","insensibility",5
"3254","insensible",4
"3255","insignificance",3
"3256","insignificant",1
"3257","insincere",2
"3258","insinuating",1
"3259","insipid",1
"3260","insipidity",1
"3261","insist",6
"3262","insisted",1
"3263","insists",1
"3264","insolence",1
"3265","insolent",5
"3266","inspection",2
"3267","inspire",1
"3268","inspired",2
"3269","inspires",1
"3270","inspiring",1
"3271","instability",1
"3272","instance",7
"3273","instances",4
"3274","instant",6
"3275","instantaneous",1
"3276","instantly",31
"3277","instead",21
"3278","instinctively",2
"3279","instituted",1
"3280","instruct",1
"3281","instructed",1
"3282","instructing",1
"3283","instruction",2
"3284","instructions",3
"3285","instrument",11
"3286","insufferable",1
"3287","insufferably",1
"3288","insufficient",10
"3289","insulted",1
"3290","insulting",1
"3291","insupportable",3
"3292","integrity",3
"3293","intelligence",19
"3294","intelligent",4
"3295","intelligible",4
"3296","intend",3
"3297","intended",21
"3298","intending",7
"3299","intention",15
"3300","intentionally",2
"3301","intentions",6
"3302","intently",2
"3303","intercourse",6
"3304","interest",25
"3305","interest_",1
"3306","interested",8
"3307","interesting",14
"3308","interfere",1
"3309","interference",13
"3310","interfering",1
"3311","intermarriage",1
"3312","intermediate",1
"3313","intermission",3
"3314","interpose",1
"3315","interpretation",1
"3316","interrupt",5
"3317","interrupted",9
"3318","interrupting",2
"3319","interruption",10
"3320","interruptions",1
"3321","interval",4
"3322","intervals",3
"3323","intervene",1
"3324","interview",3
"3325","intimacy",10
"3326","intimate",13
"3327","intimately",2
"3328","intimates",1
"3329","intimation",1
"3330","intimidate",1
"3331","intimidated",1
"3332","into",142
"3333","intolerable",3
"3334","intrepidity",1
"3335","intricate",2
"3336","intrigues",1
"3337","introduce",11
"3338","introduced",9
"3339","introducing",4
"3340","introduction",11
"3341","intrude",2
"3342","intruder",1
"3343","intruding",2
"3344","intrusion",3
"3345","inured",1
"3346","invalid",1
"3347","invaluable",3
"3348","invariable",1
"3349","invariably",2
"3350","invectives",1
"3351","invent",1
"3352","inventing",1
"3353","invention",1
"3354","investigation",1
"3355","invitation",34
"3356","invitations",1
"3357","invite",6
"3358","invited",11
"3359","inviting",3
"3360","involuntarily",2
"3361","involuntary",1
"3362","involve",2
"3363","involved",3
"3364","involves",1
"3365","involving",2
"3366","irish",1
"3367","irksome",2
"3368","irregularity",1
"3369","irreligious",1
"3370","irremediable",1
"3371","irreproachable",1
"3372","irretrievable",1
"3373","irrevocably",1
"3374","irritable",2
"3375","irritated",1
"3376","irritation",3
"3377","is",857
"3378","it",1535
"3379","italian",1
"3380","its",105
"3381","itself",9
"3382","james's",6
"3383","jane",264
"3384","jane's",28
"3385","january",2
"3386","jealous",3
"3387","jealousy",4
"3388","jenkinson",8
"3389","jenkinson's",1
"3390","jestingly",1
"3391","jewel",1
"3392","jewels",1
"3393","jilt",1
"3394","john",2
"3395","join",19
"3396","joined",28
"3397","joining",5
"3398","joints",1
"3399","joke",3
"3400","jokes",1
"3401","joking",1
"3402","jones",4
"3403","jones's",1
"3404","jot",1
"3405","journey",21
"3406","journeys",1
"3407","joy",12
"3408","joyful",2
"3409","joyfully",1
"3410","judge",12
"3411","judged",7
"3412","judgement",11
"3413","judging",3
"3414","judgment",2
"3415","july",1
"3416","jumbled",1
"3417","jumped",1
"3418","jumping",1
"3419","jumps",1
"3420","june",3
"3421","junior",1
"3422","just",73
"3423","justice",15
"3424","justification",1
"3425","justified",5
"3426","justify",6
"3427","justifying",1
"3428","justly",3
"3429","keener",1
"3430","keenest",3
"3431","keep",26
"3432","keeping",4
"3433","keeps",3
"3434","kenilworth",1
"3435","kent",14
"3436","kept",17
"3437","kill",1
"3438","killed",4
"3439","kind",61
"3440","kinder",2
"3441","kindest",1
"3442","kindled",1
"3443","kindly",7
"3444","kindness",29
"3445","kindred",1
"3446","kinds",1
"3447","king",8
"3448","kingdom",4
"3449","kiss",1
"3450","kissed",2
"3451","kitchen",1
"3452","kitty",69
"3453","kitty's",2
"3454","knees",1
"3455","knew",57
"3456","knighthood",2
"3457","know",236
"3458","knowing",27
"3459","knowledge",20
"3460","known",58
"3461","knows",9
"3462","kympton",1
"3463","la",3
"3464","labour",1
"3465","lace",1
"3466","laconic",1
"3467","lad",1
"3468","ladies",74
"3469","lady",183
"3470","lady's",8
"3471","ladyship",30
"3472","ladyship's",12
"3473","lagged",2
"3474","laid",8
"3475","laity",1
"3476","lakes",6
"3477","lambton",10
"3478","lament",3
"3479","lamentations",3
"3480","lamented",1
"3481","lamenting",1
"3482","land",1
"3483","landing",1
"3484","landlord",2
"3485","lane",10
"3486","lanes",1
"3487","language",5
"3488","languages",1
"3489","languor",1
"3490","larder",1
"3491","large",23
"3492","larger",6
"3493","largest",1
"3494","last",120
"3495","lasted",3
"3496","lasting",2
"3497","lastly",1
"3498","late",19
"3499","lately",12
"3500","later",3
"3501","latest",1
"3502","latter",22
"3503","latterly",1
"3504","laudable",1
"3505","laugh",17
"3506","laughed",11
"3507","laughing",11
"3508","laughingly",2
"3509","laughter",2
"3510","laurel",1
"3511","law",16
"3512","law's",1
"3513","lawfully",1
"3514","lawn",5
"3515","lay",6
"3516","laying",2
"3517","lead",6
"3518","leading",5
"3519","leads",3
"3520","leaning",1
"3521","learn",10
"3522","learned",3
"3523","learning",1
"3524","learnt",14
"3525","lease",1
"3526","least",65
"3527","leave",62
"3528","leaves",2
"3529","leaving",18
"3530","led",18
"3531","left",65
"3532","legacy",1
"3533","legal",1
"3534","legally",1
"3535","leisure",13
"3536","leisurely",1
"3537","lend",1
"3538","length",32
"3539","less",77
"3540","lessen",4
"3541","lessened",1
"3542","lessening",1
"3543","lesson",2
"3544","lest",8
"3545","let",75
"3546","letter",116
"3547","letters",16
"3548","letting",5
"3549","levelled",1
"3550","lewis",3
"3551","liable",2
"3552","liberal",5
"3553","liberality",2
"3554","liberally",2
"3555","liberties",1
"3556","liberty",7
"3557","library",23
"3558","licence",2
"3559","licentiousness",1
"3560","lie",1
"3561","lies",1
"3562","lieu",2
"3563","lieutenant's",1
"3564","life",56
"3565","lifetime",1
"3566","lift",4
"3567","lifted",2
"3568","light",18
"3569","lighted",1
"3570","lightness",1
"3571","like",77
"3572","liked",27
"3573","likelihood",5
"3574","likely",38
"3575","likeness",3
"3576","likes",9
"3577","likewise",17
"3578","liking",2
"3579","limits",1
"3580","line",8
"3581","lines",9
"3582","lingering",1
"3583","lips",9
"3584","list",3
"3585","listen",12
"3586","listened",21
"3587","listener",3
"3588","listening",10
"3589","little",188
"3590","live",21
"3591","lived",14
"3592","liveliest",3
"3593","liveliness",4
"3594","lively",15
"3595","liverpool",1
"3596","livery",2
"3597","lives",4
"3598","living",24
"3599","livings",1
"3600","lizzy",95
"3601","lizzy's",2
"3602","lobby",1
"3603","local",1
"3604","lock",1
"3605","lodge",8
"3606","lodges",2
"3607","lodgings",5
"3608","lofty",1
"3609","london",55
"3610","long",115
"3611","longbourn",88
"3612","longed",9
"3613","longer",44
"3614","longing",2
"3615","loo",2
"3616","look",57
"3617","looked",74
"3618","looking",34
"3619","looks",12
"3620","loose",1
"3621","lord",12
"3622","lose",11
"3623","loser",1
"3624","losing",1
"3625","loss",17
"3626","losses",1
"3627","lost",29
"3628","lot",2
"3629","lottery",3
"3630","loud",2
"3631","louder",1
"3632","loudly",2
"3633","louisa",6
"3634","love",92
"3635","loved",10
"3636","loveliest",1
"3637","loveliness",2
"3638","lovely",3
"3639","lover",5
"3640","lovers",4
"3641","loves",2
"3642","loving",2
"3643","low",8
"3644","lower",4
"3645","lowest",1
"3646","lowness",1
"3647","lucas",65
"3648","lucas's",5
"3649","lucases",14
"3650","luck",4
"3651","luckiest",1
"3652","luckily",4
"3653","luckless",1
"3654","lucky",6
"3655","luncheon",1
"3656","lurking",1
"3657","lustre",1
"3658","lydia",133
"3659","lydia's",38
"3660","lying",1
"3661","m",1
"3662","ma'am",7
"3663","madam",21
"3664","made",126
"3665","magistrate",1
"3666","magnitude",1
"3667","maid",3
"3668","maiden",1
"3669","maintain",1
"3670","maintained",2
"3671","maintaining",1
"3672","make",165
"3673","makes",7
"3674","making",37
"3675","male",1
"3676","malice",2
"3677","malicious",2
"3678","mamma",11
"3679","man",146
"3680","man's",5
"3681","manage",3
"3682","managed",1
"3683","management",4
"3684","manager",1
"3685","manifold",1
"3686","mankind",1
"3687","manner",97
"3688","manners",45
"3689","manoeuvre",1
"3690","manor",2
"3691","mansion",2
"3692","mantelpiece",3
"3693","many",119
"3694","march",2
"3695","maria",18
"3696","maria's",2
"3697","mark",4
"3698","marked",14
"3699","market",2
"3700","marks",2
"3701","marriage",66
"3702","married",61
"3703","marry",42
"3704","marrying",23
"3705","mary",38
"3706","mary's",1
"3707","master",25
"3708","master's",3
"3709","masterly",1
"3710","masters",2
"3711","match",24
"3712","material",9
"3713","materially",5
"3714","maternal",2
"3715","matlock",2
"3716","matrimonial",1
"3717","matrimony",6
"3718","matter",29
"3719","matters",8
"3720","mature",1
"3721","may",191
"3722","mayoralty",1
"3723","me",431
"3724","meadows",1
"3725","mean",34
"3726","meanest",1
"3727","meaning",14
"3728","meanly",3
"3729","meanness",1
"3730","means",57
"3731","meant",27
"3732","meantime",1
"3733","meanwhile",5
"3734","measure",5
"3735","measures",3
"3736","meat",4
"3737","mechanically",1
"3738","mediocrity",1
"3739","meditate",2
"3740","meditated",2
"3741","meditating",3
"3742","meditation",1
"3743","meditations",1
"3744","meet",31
"3745","meeting",22
"3746","meetings",2
"3747","meets",2
"3748","melancholy",5
"3749","member",1
"3750","memories",2
"3751","memory",8
"3752","men",34
"3753","mend",5
"3754","mention",30
"3755","mentioned",28
"3756","mentioning",7
"3757","mercenary",5
"3758","mere",5
"3759","merely",33
"3760","merit",7
"3761","merited",2
"3762","merits",1
"3763","merry",3
"3764","meryton",57
"3765","mess",1
"3766","message",3
"3767","messages",1
"3768","met",39
"3769","metcalf's",1
"3770","method",5
"3771","michaelmas",2
"3772","middle",3
"3773","mien",1
"3774","might",200
"3775","mild",1
"3776","mildly",1
"3777","mildness",2
"3778","mile",6
"3779","miles",16
"3780","military",1
"3781","militia",6
"3782","miller's",1
"3783","milliner",1
"3784","milliner's",1
"3785","mince",1
"3786","mind",57
"3787","minded",2
"3788","mindful",1
"3789","minds",4
"3790","mine",11
"3791","mingled",1
"3792","mingling",1
"3793","miniatures",3
"3794","minute",9
"3795","minutely",3
"3796","minuteness",1
"3797","minutes",37
"3798","minutest",1
"3799","miraculous",2
"3800","mirth",2
"3801","mischance",1
"3802","mischief",3
"3803","mischievously",1
"3804","misconduct",2
"3805","miserable",6
"3806","miserably",1
"3807","miseries",1
"3808","miserly",1
"3809","misery",14
"3810","misfortune",9
"3811","misfortunes",4
"3812","mislead",1
"3813","misleading",1
"3814","misleads",1
"3815","misled",1
"3816","mismanagement",1
"3817","misrepresentation",1
"3818","misrepresented",2
"3819","miss",283
"3820","missed",3
"3821","missent",2
"3822","missing",1
"3823","mistake",8
"3824","mistaken",21
"3825","mistakes",2
"3826","mistook",1
"3827","mistress",9
"3828","mistrust",1
"3829","misunderstand",3
"3830","misunderstood",4
"3831","misused",1
"3832","mix",1
"3833","mixed",2
"3834","mixing",1
"3835","mixture",5
"3836","mode",5
"3837","model",2
"3838","moderate",2
"3839","moderation",2
"3840","modern",2
"3841","modest",2
"3842","modesty",6
"3843","moment",64
"3844","moment's",6
"3845","momentary",3
"3846","moments",11
"3847","monday",9
"3848","money",27
"3849","monosyllable",1
"3850","monotonous",1
"3851","month",7
"3852","month's",1
"3853","monthly",1
"3854","months",21
"3855","moral",3
"3856","morality",1
"3857","moralize",1
"3858","more",323
"3859","moreover",11
"3860","morning",77
"3861","morning's",2
"3862","mornings",2
"3863","morris",1
"3864","morrow",20
"3865","mortal",2
"3866","mortification",6
"3867","mortifications",1
"3868","mortified",5
"3869","mortifies",1
"3870","mortifying",6
"3871","most",187
"3872","mostly",1
"3873","mother",112
"3874","mother's",25
"3875","motion",1
"3876","motive",17
"3877","motives",7
"3878","mount",2
"3879","mountains",2
"3880","mounting",1
"3881","mouth",1
"3882","mouths",2
"3883","move",3
"3884","moved",9
"3885","moving",5
"3886","mr",785
"3887","mrs",343
"3888","much",326
"3889","much_",1
"3890","mud",1
"3891","muffin",1
"3892","multitude",1
"3893","murmurs",1
"3894","music",12
"3895","musical",1
"3896","muslin",3
"3897","muslins",1
"3898","must",305
"3899","mutual",5
"3900","mutually",1
"3901","my",704
"3902","myself",93
"3903","mystery",1
"3904","name",33
"3905","named",1
"3906","names",6
"3907","naming",1
"3908","narrative",1
"3909","narrow",2
"3910","narrowest",1
"3911","narrowly",2
"3912","nasty",1
"3913","natural",22
"3914","naturally",12
"3915","nature",24
"3916","natured",11
"3917","naturedly",1
"3918","nay",10
"3919","near",36
"3920","nearer",5
"3921","nearest",5
"3922","nearly",8
"3923","nearness",1
"3924","neat",1
"3925","neatness",2
"3926","necessarily",3
"3927","necessary",31
"3928","necessity",11
"3929","nectarines",1
"3930","need",19
"3931","needed",3
"3932","needless",3
"3933","needlessly",1
"3934","needlework",1
"3935","negative",3
"3936","negatived",1
"3937","neglect",11
"3938","neglected",2
"3939","neglecting",2
"3940","negligence",1
"3941","negligent",1
"3942","neices",1
"3943","neighbour",8
"3944","neighbourhood",29
"3945","neighbourhoods",1
"3946","neighbouring",2
"3947","neighbours",11
"3948","neither",38
"3949","nephew",19
"3950","nephew's",2
"3951","nephews",2
"3952","nerves",4
"3953","nervous",4
"3954","net",1
"3955","netherfield",73
"3956","netting",1
"3957","nettled",1
"3958","never",218
"3959","new",23
"3960","newcastle",4
"3961","newcomers",1
"3962","newest",1
"3963","newly",1
"3964","news",32
"3965","newspaper",1
"3966","next",71
"3967","nice",5
"3968","nicely",1
"3969","nicest",1
"3970","nicholls",2
"3971","niece",20
"3972","niece's",2
"3973","nieces",9
"3974","night",35
"3975","nightcap",1
"3976","nine",2
"3977","no",490
"3978","noble",11
"3979","nobler",1
"3980","noblest",1
"3981","nobody",16
"3982","nobody's",1
"3983","nods",1
"3984","noise",3
"3985","noisy",3
"3986","nominally",1
"3987","none",19
"3988","nonsense",8
"3989","nonsensical",3
"3990","noon",2
"3991","nor",73
"3992","north",6
"3993","northern",3
"3994","northward",1
"3995","northwards",1
"3996","nose",1
"3997","not",1421
"3998","note",8
"3999","notes",1
"4000","nothing",177
"4001","nothingness",1
"4002","nothings",1
"4003","notice",21
"4004","noticed",8
"4005","noticing",1
"4006","notion",7
"4007","notions",3
"4008","nourishes",1
"4009","novels",1
"4010","novelty",5
"4011","november",5
"4012","now",204
"4013","nowadays",1
"4014","nowhere",1
"4015","number",5
"4016","numerous",2
"4017","nuptials",3
"4018","nursing",1
"4019","o'clock",5
"4020","oakham",1
"4021","oaks",1
"4022","obeisance",1
"4023","obey",1
"4024","obeyed",3
"4025","object",48
"4026","objected",1
"4027","objecting",3
"4028","objection",15
"4029","objectionable",3
"4030","objections",11
"4031","objects",7
"4032","obligation",6
"4033","obligations",3
"4034","oblige",6
"4035","obliged",29
"4036","obliging",5
"4037","obligingly",1
"4038","obsequious",1
"4039","obsequiousness",1
"4040","observances",1
"4041","observation",14
"4042","observations",3
"4043","observe",10
"4044","observed",27
"4045","observer",2
"4046","observing",12
"4047","obstacles",2
"4048","obstinacy",2
"4049","obstinate",4
"4050","obtain",3
"4051","obtained",4
"4052","obtruded",2
"4053","obvious",1
"4054","occasion",37
"4055","occasion's",1
"4056","occasional",6
"4057","occasionally",12
"4058","occasioned",4
"4059","occasions",8
"4060","occupation",1
"4061","occupied",6
"4062","occupies",1
"4063","occupy",2
"4064","occur",4
"4065","occurred",14
"4066","occurrences",4
"4067","occurring",2
"4068","occurs",1
"4069","october",1
"4070","odd",5
"4071","oddities",1
"4072","oddity",1
"4073","oddly",1
"4074","odious",3
"4075","of",3610
"4076","off",62
"4077","offence",2
"4078","offend",3
"4079","offended",9
"4080","offending",3
"4081","offense",3
"4082","offenses",3
"4083","offensive",2
"4084","offer",28
"4085","offered",9
"4086","offering",3
"4087","offers",5
"4088","office",6
"4089","officer",8
"4090","officers",31
"4091","officious",3
"4092","officiousness",1
"4093","often",89
"4094","oftener",3
"4095","oh",96
"4096","old",13
"4097","older",2
"4098","olive",3
"4099","omen",1
"4100","omit",1
"4101","omitted",1
"4102","on",715
"4103","once",57
"4104","one",263
"4105","one's",5
"4106","ones",6
"4107","only",215
"4108","open",17
"4109","opened",17
"4110","opening",13
"4111","openly",8
"4112","openness",3
"4113","operated",1
"4114","opinion",68
"4115","opinions",8
"4116","opportunities",1
"4117","opportunity",29
"4118","oppose",3
"4119","opposed",5
"4120","opposite",11
"4121","opposition",3
"4122","oppressed",2
"4123","oppressively",1
"4124","or",299
"4125","ordained",1
"4126","order",7
"4127","ordered",8
"4128","orderly",1
"4129","orders",7
"4130","ordinary",3
"4131","ordination",1
"4132","original",4
"4133","originally",2
"4134","originate",1
"4135","originated",2
"4136","ornament",1
"4137","ornaments",2
"4138","ostentation",1
"4139","ostentatious",1
"4140","other",210
"4141","other's",1
"4142","others",53
"4143","otherwise",16
"4144","ought",44
"4145","our",73
"4146","ours",2
"4147","ourselves",8
"4148","out",134
"4149","out_",1
"4150","outdone",1
"4151","outlived",1
"4152","outrun",1
"4153","outstrip",1
"4154","outstripped",1
"4155","over",91
"4156","overbearing",1
"4157","overcame",3
"4158","overcome",10
"4159","overcoming",1
"4160","overflowing",1
"4161","overflows",1
"4162","overhear",1
"4163","overheard",3
"4164","overhearings",1
"4165","overjoyed",1
"4166","overlook",3
"4167","overlooked",3
"4168","overpower",1
"4169","overpowered",3
"4170","overpowering",1
"4171","overruled",1
"4172","overset",1
"4173","overspread",3
"4174","overspreading",1
"4175","overtaken",1
"4176","overthrow",1
"4177","overthrowing",1
"4178","overthrown",3
"4179","overtook",1
"4180","overtures",1
"4181","owe",5
"4182","owed",6
"4183","owes",2
"4184","owing",4
"4185","own",182
"4186","owned",3
"4187","owner",4
"4188","owns",1
"4189","oxford",1
"4190","p",1
"4191","pace",1
"4192","pack",2
"4193","packed",1
"4194","packing",1
"4195","paddock",3
"4196","page",2
"4197","pages",1
"4198","paid",19
"4199","pain",28
"4200","painful",14
"4201","painfully",2
"4202","paining",1
"4203","pains",4
"4204","paint",1
"4205","painter",1
"4206","paintings",1
"4207","pair",2
"4208","palatable",1
"4209","pale",4
"4210","paler",1
"4211","pales",2
"4212","paling",1
"4213","palings",1
"4214","palliation",1
"4215","paltry",2
"4216","panegyric",2
"4217","pang",1
"4218","panting",1
"4219","papa",5
"4220","paper",6
"4221","papers",1
"4222","parade",2
"4223","parading",1
"4224","parasol",2
"4225","parcels",2
"4226","pardon",16
"4227","parent's",1
"4228","parental",1
"4229","parents",7
"4230","parish",9
"4231","parishioners",1
"4232","park",22
"4233","parlour",11
"4234","parsonage",18
"4235","part",60
"4236","partake",2
"4237","parted",14
"4238","partial",10
"4239","partiality",13
"4240","participation",1
"4241","particular",28
"4242","particularly",31
"4243","particulars",20
"4244","parties",12
"4245","parting",7
"4246","partly",2
"4247","partner",17
"4248","partners",3
"4249","partridges",1
"4250","parts",5
"4251","party",57
"4252","pass",16
"4253","passage",2
"4254","passages",2
"4255","passed",61
"4256","passing",11
"4257","passion",2
"4258","passions",1
"4259","past",10
"4260","patched",1
"4261","path",4
"4262","pathetic",1
"4263","patience",9
"4264","patient",1
"4265","patron",3
"4266","patronage",4
"4267","patroness",7
"4268","pause",18
"4269","paused",3
"4270","pauses",2
"4271","pausing",2
"4272","pavement",1
"4273","pay",11
"4274","paying",4
"4275","payment",1
"4276","peace",7
"4277","peaches",1
"4278","peak",1
"4279","peculiar",5
"4280","peculiarities",1
"4281","peculiarity",1
"4282","peculiarly",3
"4283","pecuniary",2
"4284","pedantic",1
"4285","peep",1
"4286","peevish",2
"4287","pemberley",53
"4288","pen",3
"4289","penance",1
"4290","penetration",2
"4291","penitent",1
"4292","pens",1
"4293","people",46
"4294","people's",4
"4295","per",3
"4296","perceive",7
"4297","perceived",12
"4298","perceiving",4
"4299","perceptible",1
"4300","perfect",17
"4301","perfections",2
"4302","perfectly",47
"4303","perforce",1
"4304","perform",4
"4305","performance",6
"4306","performed",6
"4307","performer",1
"4308","performer's",1
"4309","performers",1
"4310","performs",1
"4311","perhaps",76
"4312","period",15
"4313","periods",1
"4314","permanent",1
"4315","permission",6
"4316","permit",1
"4317","permitted",1
"4318","perpetual",1
"4319","perpetually",3
"4320","perplexity",2
"4321","perseverance",3
"4322","persevered",1
"4323","persevering",1
"4324","perseveringly",1
"4325","persist",2
"4326","persisted",2
"4327","persisting",1
"4328","persists",1
"4329","person",48
"4330","person's",2
"4331","person_",1
"4332","personage",1
"4333","personages",1
"4334","personal",2
"4335","persons",9
"4336","persuade",18
"4337","persuaded",25
"4338","persuasion",7
"4339","persuasions",1
"4340","perturbation",2
"4341","perturbed",1
"4342","perusal",4
"4343","perusing",1
"4344","perverse",1
"4345","perverseness",6
"4346","petition",1
"4347","petitioned",1
"4348","petrified",1
"4349","petticoat",3
"4350","petulance",1
"4351","phaeton",4
"4352","philips",1
"4353","phillip's",1
"4354","phillips",26
"4355","phillips's",5
"4356","phillipses",2
"4357","philosopher",1
"4358","philosophic",1
"4359","philosophy",5
"4360","physicians",1
"4361","pianoforte",5
"4362","picture",13
"4363","pictured",1
"4364","pictures",1
"4365","picturesque",1
"4366","piece",6
"4367","pieces",2
"4368","pies",1
"4369","pigs",1
"4370","piling",1
"4371","pin",1
"4372","piqued",1
"4373","piquet",1
"4374","pitched",1
"4375","pitiable",3
"4376","pitied",3
"4377","pitiful",2
"4378","pity",9
"4379","place",75
"4380","placed",9
"4381","places",5
"4382","placing",3
"4383","plague",3
"4384","plain",11
"4385","plainer",1
"4386","plainly",6
"4387","plan",13
"4388","planned",3
"4389","planning",2
"4390","plans",3
"4391","plant",1
"4392","plantation",1
"4393","plate",1
"4394","play",18
"4395","played",1
"4396","players",2
"4397","playful",2
